fname,labels,freesound_id,license
47b3a2d0.wav,Knock,426372,CC0
f7178c2a.wav,Writing,426376,CC0
c139afa9.wav,Microwave_oven,426377,CC0
e6dfd952.wav,Frying_(food),65930,CC-BY
8182600b.wav,Frying_(food),65931,CC-BY
beef428f.wav,Frying_(food),65932,CC-BY
f988930a.wav,Frying_(food),65933,CC-BY
8c862be7.wav,Frying_(food),65934,CC-BY
a3c8a463.wav,Waves_and_surf,393632,CC-BY
5d506354.wav,Cricket,420,CC-BY
a12581b4.wav,Hi-hat,422,CC-BY
5dff45c9.wav,Hi-hat,425,CC-BY
4d12f731.wav,Fill_(with_liquid),262573,CC-BY
67722d33.wav,Zipper_(clothing),131505,CC-BY
aa8d36ba.wav,Zipper_(clothing),131506,CC-BY
87febe0b.wav,Chewing_and_mastication,262595,CC0
7290783b.wav,Zipper_(clothing),131529,CC-BY
c20d1733.wav,Zipper_(clothing),131530,CC-BY
dfe243ac.wav,Zipper_(clothing),131531,CC-BY
59fc1d0d.wav,"Toilet_flush,Gurgling",98762,CC-BY
0f381587.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",262606,CC-BY
d7f3ce5d.wav,"Toilet_flush,Gurgling",98770,CC-BY
ce701343.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",262611,CC-BY
98a5fee6.wav,"Toilet_flush,Gurgling",98775,CC-BY
9cfed0c4.wav,Toilet_flush,98777,CC-BY
98b5854a.wav,"Toilet_flush,Gurgling",98778,CC-BY
824d9810.wav,"Toilet_flush,Gurgling",98779,CC-BY
322988c5.wav,"Toilet_flush,Gurgling",98780,CC-BY
ac7ab5c4.wav,"Toilet_flush,Gurgling",98781,CC-BY
63aecdfb.wav,Church_bell,66014,CC-BY-NC
36d91ca6.wav,"Toilet_flush,Gurgling",98786,CC-BY
b4db68b5.wav,"Toilet_flush,Gurgling",98788,CC-BY
7e97ba69.wav,Fill_(with_liquid),360935,CC0
30d1af01.wav,"Toilet_flush,Gurgling",98792,CC-BY
1dcff5d3.wav,Church_bell,66036,CC-BY-NC
40d9de68.wav,Bicycle_bell,262648,CC0
b7b2c6b6.wav,Traffic_noise_and_roadway_noise,262654,CC-BY-NC
64f50c86.wav,Accelerating_and_revving_and_vroom,131591,CC0
ac24e081.wav,Chewing_and_mastication,393755,CC0
1b288941.wav,Printer,548,CC-BY
5c458f3c.wav,Gurgling,98855,CC-BY
289bba34.wav,Chewing_and_mastication,393774,CC0
f834cdd3.wav,Chewing_and_mastication,393775,CC0
7ea9dcb5.wav,Scissors,567,CC-BY
83ececad.wav,Drawer_open_or_close,393785,CC-BY
13313897.wav,Zipper_(clothing),570,CC-BY
f46cc65b.wav,Drawer_open_or_close,393792,CC-BY
1a1980f1.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",589,CC-BY
7236af93.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",328270,CC-BY
765a95d3.wav,"Car_passing_by,Traffic_noise_and_roadway_noise",262759,CC-BY
83a9905e.wav,Screaming,131709,CC0
f0c27439.wav,Cricket,164482,CC0
6b8344e5.wav,Cricket,164485,CC0
4e6e8074.wav,Buzz,164486,CC0
3c13f5cd.wav,"Bark,Cricket,Buzz",164488,CC0
f76f4fa9.wav,Chirp_and_tweet,164489,CC0
6da76f09.wav,Fart,328352,CC-BY
455e896e.wav,Screaming,33443,CC-BY
c5e20bc6.wav,"Squeak,Cupboard_open_or_close",164524,CC0
a4d19e33.wav,Shatter,164540,CC0
8695cc8e.wav,Drawer_open_or_close,131772,CC-BY-NC
c0a84462.wav,Clapping,131779,CC0
c253e73f.wav,Hiss,66248,CC-BY-NC
50ee09a3.wav,Bass_drum,131800,CC0
7236123a.wav,Knock,164569,CC0
30d548d8.wav,Tap,164585,CC0
237ae73c.wav,Male_singing,66284,CC-BY-NC
2430b5f2.wav,Male_singing,66285,CC-BY-NC
086eb83c.wav,Slam,426734,CC0
8c225bfb.wav,Car_passing_by,262898,CC-BY
37cf0d4e.wav,Burping_and_eructation,426740,CC0
b7946bcb.wav,"Applause,Crowd,Cheering",361224,CC0
7d951895.wav,"Applause,Cheering",361225,CC0
380fc4c1.wav,Tick-tock,393992,CC-BY-NC
b98157b9.wav,Meow,33547,CC-BY
74eee838.wav,Stream,66323,CC0
59099afd.wav,Purr,33561,CC0
d1f89c54.wav,Hiss,66364,CC-BY
e96e4dc9.wav,"Applause,Crowd",262975,CC0
eb767735.wav,"Crowd,Clapping",262978,CC0
1829fa7f.wav,Scissors,426819,CC0
a8e4a91e.wav,Scissors,426824,CC0
9796192d.wav,Scissors,426825,CC0
88053677.wav,Scissors,426826,CC0
a5e041fb.wav,Scissors,426827,CC0
6f77b5ae.wav,"Female_speech_and_woman_speaking,Yell",33649,CC-BY
bf80b29a.wav,"Female_speech_and_woman_speaking,Yell",33651,CC-BY
95731027.wav,"Female_speech_and_woman_speaking,Yell",33652,CC-BY
6340b6d0.wav,"Female_speech_and_woman_speaking,Yell",33654,CC-BY
56c78c5d.wav,"Female_speech_and_woman_speaking,Yell",33655,CC-BY
a3001011.wav,"Female_speech_and_woman_speaking,Yell",33656,CC-BY
e60fd084.wav,"Squeak,Slam",263033,CC0
c7dc099c.wav,Meow,33657,CC-BY
c076dac9.wav,Scissors,263037,CC0
6a30e390.wav,"Female_speech_and_woman_speaking,Yell",33686,CC-BY
84d9ae84.wav,"Female_speech_and_woman_speaking,Yell",33687,CC-BY
63239644.wav,"Female_speech_and_woman_speaking,Yell",33689,CC-BY
2f5c33bd.wav,Male_speech_and_man_speaking,426907,CC-BY
bc00bedc.wav,Yell,33691,CC-BY
5abf01f9.wav,Male_speech_and_man_speaking,426909,CC-BY
1588dfe0.wav,"Female_speech_and_woman_speaking,Yell",33694,CC-BY
9508e020.wav,"Motorcycle,Accelerating_and_revving_and_vroom",361403,CC0
584141ac.wav,"Motorcycle,Accelerating_and_revving_and_vroom",361404,CC0
c50d2564.wav,"Motorcycle,Accelerating_and_revving_and_vroom",361406,CC0
ac5bbb20.wav,Meow,66510,CC0
b837646e.wav,Meow,66517,CC0
eaf579a5.wav,Meow,66518,CC0
5dbfed11.wav,Shatter,66519,CC-BY-NC
68ec3b17.wav,"Squeak,Walk_and_footsteps",164824,CC-BY
3426759f.wav,Gong,164823,CC-BY
8d1d617a.wav,Gong,164822,CC-BY
47bd4d53.wav,Buzz,361442,CC-BY
ca039858.wav,Buzz,361443,CC-BY
addad425.wav,Buzz,361444,CC-BY
3281e695.wav,Buzz,361445,CC-BY
60fcfd63.wav,Buzz,361446,CC-BY
02f54ef1.wav,Buzz,361448,CC-BY
403b8889.wav,Buzz,361449,CC-BY
667b05e7.wav,Buzz,361450,CC-BY
dd9d8398.wav,Buzz,361451,CC-BY
31536ab1.wav,Writing,33773,CC-BY
3c481290.wav,Buzz,361453,CC-BY
a405f3f5.wav,Buzz,361454,CC-BY
b2c523dc.wav,Waves_and_surf,263152,CC-BY
bd25d9eb.wav,Buzz,361455,CC-BY
5a322fcc.wav,Waves_and_surf,263153,CC-BY
04b8360a.wav,Cricket,33794,CC-BY
6c7cd0e0.wav,Accelerating_and_revving_and_vroom,427012,CC-BY-NC
9fb6e634.wav,Accelerating_and_revving_and_vroom,427013,CC-BY-NC
44bf2a5d.wav,Accelerating_and_revving_and_vroom,427015,CC-BY-NC
8b255672.wav,Harmonica,164883,CC-BY-NC
8697dafa.wav,Run,361497,CC-BY
27edb813.wav,Purr,427081,CC0
07b01fb0.wav,"Applause,Crowd,Cheering",361551,CC0
0f96f548.wav,"Applause,Cheering",361552,CC0
1e0a83aa.wav,Toilet_flush,99439,CC-BY-NC
e66309d9.wav,Bicycle_bell,328823,CC-BY
d1fb51da.wav,Bicycle_bell,328824,CC-BY
074a72f0.wav,Bicycle_bell,328825,CC-BY
35badf6d.wav,Bicycle_bell,328826,CC-BY
89d61b7b.wav,Bicycle_bell,328827,CC-BY
fede840d.wav,Bathtub_(filling_or_washing),132229,CC0
b4edb2c1.wav,Bathtub_(filling_or_washing),132230,CC0
4bd087aa.wav,"Bathtub_(filling_or_washing),Water_tap_and_faucet",132232,CC0
83cd1d79.wav,Toilet_flush,132242,CC0
de14cce1.wav,Zipper_(clothing),132243,CC0
43ca99e6.wav,Female_singing,427197,CC-BY
e28c94b3.wav,Female_singing,427198,CC-BY
7305ac89.wav,Female_singing,427199,CC-BY
32995dc6.wav,Clapping,361672,CC0
775ecfc8.wav,Cutlery_and_silverware,66761,CC-BY-NC
f81de604.wav,Stream,66787,CC-BY
33b4d669.wav,Clapping,361706,CC0
ae80b2c3.wav,"Meow,Purr",165105,CC-BY
6130c063.wav,Purr,165106,CC-BY
bd346bbf.wav,Clapping,361713,CC0
45d213a0.wav,Clapping,361717,CC0
a67f7e9f.wav,Clapping,361721,CC0
6466f0d2.wav,Clapping,361724,CC0
398b4803.wav,Clapping,361732,CC0
1b6e74e0.wav,Church_bell,34052,CC-BY-NC
88225d1a.wav,Clapping,361735,CC0
db4d4d0c.wav,Meow,34057,CC-BY
499c95f6.wav,Finger_snapping,361743,CC0
cc8555d3.wav,Finger_snapping,361746,CC0
afa527b3.wav,Finger_snapping,361747,CC0
fc9f71b9.wav,Finger_snapping,361748,CC0
1e67dfd2.wav,Toilet_flush,197911,CC0
8542d045.wav,Toilet_flush,197913,CC0
5c6f6103.wav,Finger_snapping,361754,CC0
f49eab9e.wav,Finger_snapping,361756,CC0
f291b5f4.wav,Finger_snapping,361757,CC0
4776db7d.wav,Finger_snapping,361760,CC0
bf647bef.wav,Finger_snapping,361761,CC0
b4b3de11.wav,Finger_snapping,361762,CC0
e989f9f4.wav,Finger_snapping,361763,CC0
2ce5262c.wav,Finger_snapping,361764,CC0
dbd399d7.wav,Finger_snapping,361768,CC0
e072d6b3.wav,Fart,66867,CC-BY
24e7046b.wav,Burping_and_eructation,263508,CC0
3614bc28.wav,Tick-tock,329047,CC0
919b6b3c.wav,Keys_jangling,329049,CC-BY
bfa468d0.wav,Computer_keyboard,329052,CC-BY
a37e3d98.wav,Computer_keyboard,329053,CC-BY
dc0479bc.wav,Trickle_and_dribble,329061,CC-BY
03d241c1.wav,"Church_bell,Traffic_noise_and_roadway_noise",263527,CC0
6aa7887b.wav,Traffic_noise_and_roadway_noise,427384,CC-BY
c51525ca.wav,Bass_drum,99706,CC-BY
42bafdf4.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",427387,CC0
efcb8eb5.wav,Screaming,66949,CC-BY-NC
5456ed4e.wav,Bass_drum,99742,CC0
409ec2a0.wav,Waves_and_surf,263600,CC-BY
9e552218.wav,Cutlery_and_silverware,263603,CC-BY
97ec7e07.wav,"Applause,Crowd",198088,CC-BY
ac6a34c7.wav,"Applause,Crowd",198091,CC-BY
33c04154.wav,Computer_keyboard,99796,CC-BY-NC
b61cb163.wav,"Female_singing,Male_singing",263681,CC-BY
241cab5c.wav,Scissors,394769,CC0
f1f0ac34.wav,Bus,165397,CC-BY-NC
2ff16998.wav,Bus,165400,CC-BY-NC
0ea3fc0c.wav,Bus,165402,CC-BY-NC
205403f8.wav,Bus,165406,CC-BY-NC
8236ace8.wav,Bus,165407,CC-BY-NC
e1367909.wav,Bus,165415,CC-BY-NC
9a7c3b2c.wav,Bus,165416,CC-BY-NC
a91b8ace.wav,Bus,165419,CC-BY-NC
fb74b3bb.wav,Bus,165422,CC-BY-NC
d596840e.wav,Bus,165423,CC-BY-NC
4f52ef6a.wav,Bus,165424,CC-BY-NC
ffe2178b.wav,Bus,165425,CC-BY-NC
15a681c2.wav,"Stream,Chirp_and_tweet",34355,CC-BY
9c5afe8f.wav,"Stream,Trickle_and_dribble",34361,CC-BY
d44119a6.wav,Cricket,34363,CC-BY
bce2b20c.wav,Walk_and_footsteps,67145,CC0
a2c724ba.wav,Bathtub_(filling_or_washing),67174,CC0
b32f8880.wav,Run,394856,CC0
975c689e.wav,Buzz,99956,CC-BY
11093fcb.wav,"Car_passing_by,Race_car_and_auto_racing",99965,CC-BY
b508ed71.wav,"Applause,Cheering",99966,CC-BY
f4d7d91f.wav,"Screaming,Yell",132738,CC-BY
2a9835a8.wav,Stream,362125,CC-BY-NC
7775d05d.wav,Purr,427667,CC0
a0450c8b.wav,Purr,1729,CC-BY-NC
7b0409ba.wav,Purr,1731,CC-BY-NC
5b7a85f5.wav,Waves_and_surf,394962,CC-BY
a8eb164b.wav,"Applause,Cheering",198362,CC-BY
52d8b4a5.wav,Bathtub_(filling_or_washing),263899,CC-BY
cf060638.wav,"Applause,Crowd",198364,CC-BY
3b7fcb50.wav,Sneeze,198374,CC0
2858707b.wav,Burping_and_eructation,100080,CC-BY
ebc86a14.wav,"Motorcycle,Accelerating_and_revving_and_vroom",362234,CC-BY
16133767.wav,"Motorcycle,Accelerating_and_revving_and_vroom",362235,CC-BY
d5bf141f.wav,"Applause,Crowd",100092,CC-BY
99a9e15b.wav,"Applause,Crowd",100093,CC-BY
7f409e1a.wav,"Female_speech_and_woman_speaking,Yell",67330,CC-BY
ba9be42f.wav,"Applause,Crowd",100099,CC-BY
a4bff6ea.wav,"Female_speech_and_woman_speaking,Yell",67333,CC-BY
cb0a2290.wav,"Female_speech_and_woman_speaking,Yell",67334,CC-BY
9378307a.wav,"Female_speech_and_woman_speaking,Yell",67335,CC-BY
b65311b2.wav,"Female_speech_and_woman_speaking,Yell",67336,CC-BY
99bd8571.wav,"Female_speech_and_woman_speaking,Yell",67337,CC-BY
ed3ed0e0.wav,"Female_speech_and_woman_speaking,Yell",67339,CC-BY
30965e0c.wav,"Female_speech_and_woman_speaking,Yell",67340,CC-BY
bf5f6f91.wav,"Female_speech_and_woman_speaking,Yell",67341,CC-BY
686560d8.wav,"Female_speech_and_woman_speaking,Yell",67345,CC-BY
da85aba9.wav,Sneeze,362258,CC0
ab0b6d6d.wav,Squeak,34591,CC-BY
29d3717c.wav,Whispering,198434,CC-BY
2c58c81e.wav,Squeak,34598,CC-BY
6094279b.wav,"Squeak,Dishes_and_pots_and_pans,Trickle_and_dribble",132918,CC-BY
e515adb3.wav,Mechanical_fan,329546,CC0
98f00bd1.wav,Meow,362327,CC0
b254264e.wav,Scissors,132952,CC-BY
774e2072.wav,Scissors,132951,CC-BY
fca908ca.wav,Toilet_flush,67422,CC-BY
34ce2dee.wav,Gong,264047,CC0
db3b8df4.wav,Computer_keyboard,395119,CC0
ba0c5688.wav,Purr,67447,CC-BY-NC
8369d097.wav,Purr,67448,CC-BY-NC
95d5b4a5.wav,Computer_keyboard,67449,CC-BY-NC
e02a26d0.wav,Female_singing,132991,CC-BY
1d51494b.wav,Female_singing,427939,CC-BY
9cc62028.wav,Female_singing,427940,CC-BY
a0451d9b.wav,Female_singing,427941,CC-BY
3e405d2e.wav,"Raindrop,Drip,Water_tap_and_faucet",395181,CC-BY
e4210ac8.wav,Hi-hat,198574,CC-BY
1a94671f.wav,Fart,100308,CC-BY
b94ce640.wav,Microwave_oven,264150,CC0
e94623af.wav,"Slam,Microwave_oven",264153,CC0
935726b9.wav,Fart,100319,CC-BY
e89ab3f4.wav,Fart,100322,CC-BY
23ee33f6.wav,Fart,100323,CC-BY
9db1cf4a.wav,Fart,100332,CC-BY
2e15ebbf.wav,Fart,100333,CC-BY
e638f8a9.wav,Fart,100335,CC-BY
42331de0.wav,Chirp_and_tweet,362500,CC0
8d7992fd.wav,Knock,395282,CC0
3107ff15.wav,Writing,231452,CC0
bfca162e.wav,Writing,231453,CC0
ec5817c8.wav,Drawer_open_or_close,231455,CC0
6a0909c3.wav,Male_speech_and_man_speaking,67628,CC0
298b136c.wav,Male_speech_and_man_speaking,67635,CC0
bf09ea86.wav,Bark,34872,CC Sampling+
270f0610.wav,Microwave_oven,34879,CC Sampling+
22371cd0.wav,Male_speech_and_man_speaking,67655,CC0
9d77380c.wav,Cricket,329807,CC-BY
3989275f.wav,Male_speech_and_man_speaking,67669,CC0
36cb79d1.wav,Whispering,100457,CC-BY-NC
794b9091.wav,Bus,264309,CC0
615165ba.wav,Tap,34934,CC Sampling+
1556167f.wav,Keys_jangling,166007,CC0
2572b0a2.wav,Scissors,34938,CC Sampling+
8a6a88f2.wav,Hiss,231550,CC-BY
2d55b8bb.wav,Tick-tock,264319,CC0
fbee16fe.wav,Frying_(food),166021,CC-BY
00975c2a.wav,Frying_(food),166022,CC-BY
66e5eafb.wav,Male_singing,362629,CC0
7fe42580.wav,Knock,362633,CC0
563ac791.wav,Bass_drum,198810,CC0
80ec7804.wav,Female_speech_and_woman_speaking,67740,CC-BY
b7627bd1.wav,Toilet_flush,264384,CC-BY
95ba4cf7.wav,Toilet_flush,35023,CC Sampling+
f6282063.wav,"Applause,Cheering",35036,CC-BY
b3e084d4.wav,"Applause,Cheering,Clapping",35037,CC-BY
8743cfbf.wav,Toilet_flush,35056,CC Sampling+
d0382cd8.wav,Hiss,100646,CC-BY
09b0e193.wav,Child_speech_and_kid_speaking,67879,CC-BY-NC
1ac703b0.wav,Run,395562,CC0
85ca04d1.wav,Tick-tock,264498,CC-BY-NC
5290de2f.wav,Frying_(food),133448,CC0
e7199e59.wav,Zipper_(clothing),264529,CC-BY
c0eef722.wav,Printer,166225,CC0
16b49662.wav,Printer,166227,CC0
2382e924.wav,Printer,166229,CC0
9f955137.wav,Printer,166232,CC0
73440c1f.wav,Printer,166233,CC0
acbb5ca4.wav,Printer,166234,CC0
bfbda4bc.wav,Computer_keyboard,428380,CC-BY
a859d562.wav,Printer,166238,CC0
d9a2bbd4.wav,Printer,166239,CC0
b2d48b5f.wav,Printer,166240,CC0
b52d7a5f.wav,Printer,166241,CC0
17bccba6.wav,Printer,166242,CC0
a5f3e527.wav,Printer,166244,CC0
a383510c.wav,Printer,166245,CC0
97b783cf.wav,Printer,166246,CC0
0991f0a6.wav,Walk_and_footsteps,166297,CC0
acf4a804.wav,Writing,264602,CC-BY
5ef3d187.wav,Tick-tock,199066,CC0
62896503.wav,Walk_and_footsteps,166305,CC0
426cb55c.wav,Accelerating_and_revving_and_vroom,428457,CC0
c4c6b588.wav,Accelerating_and_revving_and_vroom,428459,CC0
06cceadb.wav,"Raindrop,Drip",166315,CC0
b619fcc2.wav,"Raindrop,Drip",166316,CC0
32c6b83e.wav,"Raindrop,Drip",166317,CC0
06f30dec.wav,"Raindrop,Drip",166318,CC0
fbd23a68.wav,"Raindrop,Drip",166319,CC0
6dbe8bc9.wav,"Raindrop,Drip",166320,CC0
9feb0edb.wav,"Raindrop,Drip",166321,CC0
9b10744d.wav,"Raindrop,Drip",166322,CC0
0bbf64cd.wav,Sneeze,362931,CC-BY-NC
ca5c5f2c.wav,Walk_and_footsteps,35252,CC-BY
551f1d29.wav,"Raindrop,Drip",166325,CC0
e046550b.wav,"Screaming,Child_speech_and_kid_speaking",68038,CC-BY-NC
f1571439.wav,Clapping,231896,CC-BY
cb385f1e.wav,"Screaming,Crowd",68058,CC-BY-NC
4e9a4d1a.wav,"Cutlery_and_silverware,Dishes_and_pots_and_pans",395745,CC0
e3e21c70.wav,Chirp_and_tweet,100849,CC-BY
aae85615.wav,Bus,100850,CC-BY
d8a90a28.wav,"Electric_guitar,Acoustic_guitar",2550,CC-BY
1d27d006.wav,Mechanical_fan,330264,CC0
4fa029ee.wav,Mechanical_fan,330265,CC0
83b8e73e.wav,Slam,330276,CC0
40988301.wav,Waves_and_surf,363055,CC-BY
42f15be9.wav,Chirp_and_tweet,330307,CC0
64fb2d68.wav,Motorcycle,264773,CC-BY
c81df90b.wav,Harmonica,2631,CC-BY-NC
a81462a1.wav,Harmonica,2633,CC-BY-NC
d66a4d2f.wav,Harmonica,2636,CC-BY-NC
62cb83e5.wav,Chirp_and_tweet,330316,CC0
bb7a77f1.wav,Chirp_and_tweet,330319,CC0
d84f7101.wav,"Fill_(with_liquid),Toilet_flush",363095,CC0
4e7960cf.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",363096,CC0
80859099.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",363097,CC0
4f27b418.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",363098,CC0
eed8492a.wav,Hiss,363103,CC0
cc2a5c6e.wav,Cricket,363112,CC0
43b7062e.wav,Waves_and_surf,363114,CC0
ab995ca4.wav,Waves_and_surf,363118,CC0
449f323b.wav,Bathtub_(filling_or_washing),199297,CC0
a836fa49.wav,Cricket,428679,CC0
c6521b37.wav,Hiss,330377,CC-BY-NC
6089ad00.wav,Purr,395918,CC0
a8774b75.wav,Slam,395920,CC0
e08a6902.wav,"Applause,Cheering,Clapping",35489,CC-BY
bb843b39.wav,Church_bell,35493,CC-BY
ab62c926.wav,Trickle_and_dribble,199383,CC0
700b9f61.wav,Gurgling,68312,CC-BY
48a1d811.wav,Trickle_and_dribble,199387,CC0
56e338d3.wav,Clapping,2780,CC Sampling+
04d00566.wav,"Sink_(filling_or_washing),Water_tap_and_faucet",232159,CC-BY
b8fb2579.wav,Raindrop,68324,CC0
5d2b5ba3.wav,Raindrop,68326,CC0
cc40bf86.wav,Sneeze,428775,CC-BY
eae2bb65.wav,Raindrop,68330,CC0
9f1f76ea.wav,Scissors,133868,CC0
474c7b25.wav,Knock,133889,CC0
1b2993de.wav,Burping_and_eructation,101142,CC-BY
9e746eaf.wav,"Acoustic_guitar,Strum",2841,CC-BY
8e28b9e6.wav,Burping_and_eructation,101146,CC-BY
2ea595d6.wav,Burping_and_eructation,101148,CC-BY
d1488e02.wav,Burping_and_eructation,101151,CC-BY
01565c33.wav,Burping_and_eructation,101152,CC-BY
9ae33921.wav,Burping_and_eructation,101155,CC-BY
7d125398.wav,Chewing_and_mastication,166692,CC-BY
8b09e142.wav,Burping_and_eructation,101159,CC-BY
3c65185e.wav,Toilet_flush,330536,CC0
caca2f49.wav,Burping_and_eructation,101160,CC-BY
bf4aea44.wav,Burping_and_eructation,101161,CC-BY
1c6176a1.wav,Knock,265003,CC0
8f5bf633.wav,Burping_and_eructation,101164,CC-BY
60dcacfc.wav,Burping_and_eructation,101166,CC-BY
23c09b69.wav,Burping_and_eructation,101169,CC-BY
4bd94899.wav,Burping_and_eructation,101175,CC-BY
1a7d5cc2.wav,Traffic_noise_and_roadway_noise,396088,CC-BY-NC
1df3ad98.wav,Burping_and_eructation,101176,CC-BY
77d7e554.wav,Toilet_flush,101186,CC0
6d845f31.wav,Bass_drum,35654,CC-BY
8fc06f77.wav,Crackle,265034,CC0
075ee9f7.wav,Buzz,199507,CC-BY
69298464.wav,Chewing_and_mastication,199512,CC0
ea8ce21d.wav,"Shatter,Chink_and_clink",68449,CC-BY
045cae2f.wav,Traffic_noise_and_roadway_noise,101239,CC-BY
d4ab7fa3.wav,Traffic_noise_and_roadway_noise,101241,CC-BY
60e9aa7c.wav,Traffic_noise_and_roadway_noise,101243,CC-BY
fc83076a.wav,Traffic_noise_and_roadway_noise,101244,CC-BY
af25cbf4.wav,Chewing_and_mastication,428933,CC0
f5b2add9.wav,Chewing_and_mastication,428938,CC0
9f54fbbe.wav,"Walk_and_footsteps,Chirp_and_tweet",199567,CC-BY
71ba6662.wav,Chewing_and_mastication,428953,CC-BY
d400eac9.wav,Female_singing,330662,CC-BY
da7838c2.wav,Meow,232360,CC-BY
0596c9ab.wav,Meow,232361,CC-BY
30a466c4.wav,"Squeak,Walk_and_footsteps",428981,CC0
b48c5c1b.wav,Female_singing,330706,CC-BY
0e09eacd.wav,Female_singing,330709,CC-BY
7cfbe54e.wav,"Race_car_and_auto_racing,Accelerating_and_revving_and_vroom",101338,CC-BY
1f454dbf.wav,Gurgling,199653,CC0
c5691d33.wav,Male_speech_and_man_speaking,429038,CC0
794e1f93.wav,Cricket,166899,CC-BY
d69a1909.wav,Cupboard_open_or_close,199670,CC-BY-NC
1a2a62da.wav,Harmonica,330754,CC-BY
bf1976f4.wav,Burping_and_eructation,232452,CC0
e2b65f7f.wav,Harmonica,330756,CC-BY
8483f707.wav,Harmonica,330762,CC-BY
17c5fff8.wav,Harmonica,330766,CC-BY
7511d79f.wav,Harmonica,330769,CC-BY
1f6bbecb.wav,Harmonica,330770,CC-BY
58b163b6.wav,Harmonica,330771,CC-BY
50ebc0a7.wav,Harmonica,330772,CC-BY
d43d857f.wav,Toilet_flush,68629,CC0
4d446817.wav,Gasp,363540,CC-BY
66771f12.wav,Gasp,363541,CC-BY
8262bfed.wav,Gasp,363543,CC-BY
64de7473.wav,Gasp,232472,CC0
8a8110c2.wav,Gasp,363544,CC-BY
60d3bf6c.wav,Waves_and_surf,396321,CC-BY
f23ed9b2.wav,Chirp_and_tweet,68646,CC-BY
255d71ac.wav,Drip,166955,CC0
a7bb2e05.wav,Car_passing_by,68658,CC-BY
cf3c79d1.wav,Keys_jangling,199731,CC-BY
