fname,labels,flickr_video_URL,license
014f7e91.wav,Cupboard_open_or_close,http://www.flickr.com/videos/32444354@N08/6699230147/,CC BY 2.0
01500958.wav,"Zipper_(clothing),Purr,Fart",http://www.flickr.com/videos/21002762@N07/9090183992/,CC BY 2.0
0151c25a.wav,Shatter,http://www.flickr.com/videos/32229306@N02/6811300260/,CC BY-SA 2.0
0151ec95.wav,"Squeak,Cupboard_open_or_close,Knock",http://www.flickr.com/videos/33503255@N00/4586477956/,CC BY 2.0
01530225.wav,Fart,http://www.flickr.com/videos/41834437@N00/2915865008/,CC BY 2.0
015965c3.wav,"Fill_(with_liquid),Computer_keyboard,Water_tap_and_faucet",http://www.flickr.com/videos/10178104@N00/5937301590/,CC BY 2.0
015aeac7.wav,"Skateboard,Walk_and_footsteps",http://www.flickr.com/videos/94589381@N00/3264976963/,CC BY-SA 2.0
015e1494.wav,"Zipper_(clothing),Sneeze",http://www.flickr.com/videos/43341152@N00/4920255592/,CC BY-SA 2.0
01629c63.wav,Raindrop,http://www.flickr.com/videos/23206546@N04/7875422294/,CC BY 2.0
016380e8.wav,Bark,http://www.flickr.com/videos/26103598@N03/3548236820/,CC BY 2.0
01652a34.wav,Walk_and_footsteps,http://www.flickr.com/videos/35810983@N06/5635119743/,CC BY 2.0
01676032.wav,Purr,http://www.flickr.com/videos/32444354@N08/7907902320/,CC BY 2.0
0168bf88.wav,Crackle,http://www.flickr.com/videos/52615621@N07/11671205014/,CC BY-SA 2.0
01694099.wav,Harmonica,http://www.flickr.com/videos/67509007@N00/3732931632/,CC BY 2.0
016c995b.wav,Microwave_oven,http://www.flickr.com/videos/32128696@N06/6146955253/,CC BY 2.0
016dc25b.wav,Acoustic_guitar,http://www.flickr.com/videos/14058263@N06/3295326630/,CC BY-SA 2.0
01749ae3.wav,Harmonica,http://www.flickr.com/videos/91077831@N00/9065338506/,CC BY 2.0
0175f0d5.wav,Zipper_(clothing),http://www.flickr.com/videos/8489692@N03/5380355717/,CC BY 2.0
01790380.wav,"Frying_(food),Hiss",http://www.flickr.com/videos/39968498@N00/3873603536/,CC BY 2.0
017c8dd1.wav,Electric_guitar,http://www.flickr.com/videos/89892762@N00/5276371029/,CC BY-SA 2.0
01883a62.wav,Female_singing,http://www.flickr.com/videos/17979617@N00/5262303990/,CC BY-SA 2.0
018bbf04.wav,"Cupboard_open_or_close,Drawer_open_or_close",http://www.flickr.com/videos/8566600@N07/4488048417/,CC BY 2.0
018bd1e2.wav,Squeak,http://www.flickr.com/videos/56844220@N00/5349989842/,CC BY 2.0
0194d48a.wav,Frying_(food),http://www.flickr.com/videos/51515265@N08/6482882203/,CC BY-SA 2.0
01a21197.wav,Trickle_and_dribble,http://www.flickr.com/videos/40286210@N00/5620950509/,CC BY 2.0
01a66dad.wav,Bus,http://www.flickr.com/videos/8996753@N06/3876611493/,CC BY 2.0
01a8190e.wav,Gong,http://www.flickr.com/videos/27776815@N07/3741507146/,CC BY 2.0
01acc75b.wav,Tap,http://www.flickr.com/videos/25657064@N07/4432652283/,CC BY 2.0
01afbd57.wav,Female_speech_and_woman_speaking,http://www.flickr.com/videos/71401718@N00/5959690741/,CC BY 2.0
01b1c9a1.wav,Keys_jangling,http://www.flickr.com/videos/37912170@N00/4611832294/,CC BY-SA 2.0
01b2b6e8.wav,Waves_and_surf,http://www.flickr.com/videos/85864219@N00/6004236793/,CC BY-SA 2.0
01b9fa1e.wav,Chirp_and_tweet,http://www.flickr.com/videos/42774464@N03/5819981894/,CC BY-SA 2.0
01c00264.wav,"Cupboard_open_or_close,Knock",http://www.flickr.com/videos/7768566@N07/8651612003/,CC BY-SA 2.0
01c0e370.wav,Race_car_and_auto_racing,http://www.flickr.com/videos/53007003@N00/3617414042/,CC BY 2.0
01c291c1.wav,Stream,http://www.flickr.com/videos/18472724@N00/8848281093/,CC BY 2.0
01cc2670.wav,Shatter,http://www.flickr.com/videos/85278812@N00/6873299415/,CC BY 2.0
01cf98ed.wav,Chewing_and_mastication,http://www.flickr.com/videos/75703230@N05/10992650553/,CC BY-SA 2.0
01da22e9.wav,"Zipper_(clothing),Fart",http://www.flickr.com/videos/11146380@N07/5074582694/,CC BY 2.0
01daa2d0.wav,Child_speech_and_kid_speaking,http://www.flickr.com/videos/21359770@N00/13944958765/,CC BY 2.0
01dcbf94.wav,Slam,http://www.flickr.com/videos/81306631@N08/8968061102/,CC BY-SA 2.0
01dfd6ac.wav,Race_car_and_auto_racing,http://www.flickr.com/videos/36766110@N08/9147089014/,CC BY-SA 2.0
01e454e9.wav,Sneeze,http://www.flickr.com/videos/25783800@N08/3425723442/,CC BY 2.0
01e5d7ca.wav,Hi-hat,http://www.flickr.com/videos/19205524@N00/6305229787/,CC BY-SA 2.0
01e89bc3.wav,Sigh,http://www.flickr.com/videos/22298070@N00/4662747143/,CC BY-SA 2.0
01e8d258.wav,Bark,http://www.flickr.com/videos/78236105@N00/5223023745/,CC BY 2.0
01e95717.wav,Hiss,http://www.flickr.com/videos/27943988@N00/3413478841/,CC BY 2.0
01f100f1.wav,Mechanical_fan,http://www.flickr.com/videos/68132273@N00/2429337177/,CC BY 2.0
01f5264a.wav,Chewing_and_mastication,http://www.flickr.com/videos/14580956@N08/9881278416/,CC BY 2.0
01f7023f.wav,Slam,http://www.flickr.com/videos/60714175@N00/2454126245/,CC BY 2.0
01f7b121.wav,Clapping,http://www.flickr.com/videos/40633117@N05/4418841708/,CC BY 2.0
01fb0ef1.wav,Car_passing_by,http://www.flickr.com/videos/28517796@N06/6024413617/,CC BY-SA 2.0
01fb3073.wav,Bass_drum,http://www.flickr.com/videos/88657298@N00/6718294647/,CC BY 2.0
01fe9090.wav,Accordion,http://www.flickr.com/videos/47851825@N07/4421705879/,CC BY-SA 2.0
01ffd3e9.wav,Cutlery_and_silverware,http://www.flickr.com/videos/27510199@N03/12967539705/,CC BY 2.0
0200b7fb.wav,Scissors,http://www.flickr.com/videos/50694721@N07/7982251856/,CC BY 2.0
02014dca.wav,Race_car_and_auto_racing,http://www.flickr.com/videos/29838003@N00/6294133692/,CC BY-SA 2.0
0203a0ce.wav,Crowd,http://www.flickr.com/videos/67579917@N02/8030970634/,CC BY-SA 2.0
02060d5e.wav,Knock,http://www.flickr.com/videos/49071064@N00/5629788323/,CC BY-SA 2.0
0208f174.wav,Cricket,http://www.flickr.com/videos/11054484@N04/8575928895/,CC BY 2.0
020a738e.wav,Printer,http://www.flickr.com/videos/33907867@N02/7413555296/,CC BY 2.0
020ce2d3.wav,Bark,http://www.flickr.com/videos/39968498@N00/3724135600/,CC BY 2.0
020d7b69.wav,"Sigh,Slam",http://www.flickr.com/videos/28196992@N07/5298250630/,CC BY-SA 2.0
020da61a.wav,Whispering,http://www.flickr.com/videos/10581108@N00/6493768963/,CC BY 2.0
020dd05c.wav,Traffic_noise_and_roadway_noise,http://www.flickr.com/videos/37461569@N00/3235019596/,CC BY 2.0
0210129b.wav,"Bass_guitar,Gong",http://www.flickr.com/videos/46183897@N00/6543441293/,CC BY 2.0
021058f5.wav,Motorcycle,http://www.flickr.com/videos/70872463@N00/7616478422/,CC BY-SA 2.0
0211c42c.wav,Bark,http://www.flickr.com/videos/61134872@N00/9108659225/,CC BY 2.0
0215c0ba.wav,Squeak,http://www.flickr.com/videos/54876474@N00/6833679522/,CC BY 2.0
02160971.wav,Stream,http://www.flickr.com/videos/45517628@N08/4353036758/,CC BY 2.0
021698f6.wav,Raindrop,http://www.flickr.com/videos/69742158@N00/6103134228/,CC BY 2.0
02190215.wav,Bathtub_(filling_or_washing),http://www.flickr.com/videos/11436793@N04/9520164321/,CC BY-SA 2.0
021951a2.wav,Female_singing,http://www.flickr.com/videos/36229438@N08/5133932427/,CC BY-SA 2.0
0219bdf2.wav,Chirp_and_tweet,http://www.flickr.com/videos/38533444@N00/2699987605/,CC BY-SA 2.0
021a2700.wav,Bass_guitar,http://www.flickr.com/videos/36229438@N08/6133251452/,CC BY-SA 2.0
021c88ad.wav,Chirp_and_tweet,http://www.flickr.com/videos/43671133974@N01/4054877726/,CC BY-SA 2.0
021e8591.wav,Cheering,http://www.flickr.com/videos/27127323@N00/3597987184/,CC BY-SA 2.0
0222be7b.wav,"Zipper_(clothing),Fart",http://www.flickr.com/videos/63667172@N08/10415950673/,CC BY 2.0
0222d97c.wav,Tap,http://www.flickr.com/videos/11416390@N00/13452798045/,CC BY-SA 2.0
02232c30.wav,"Dishes_and_pots_and_pans,Cutlery_and_silverware",http://www.flickr.com/videos/11054484@N04/8787651331/,CC BY 2.0
0224b716.wav,Strum,http://www.flickr.com/videos/24062889@N00/4719431016/,CC BY 2.0
02319a7d.wav,Trickle_and_dribble,http://www.flickr.com/videos/10604632@N02/6183004778/,CC BY 2.0
0232fd7c.wav,Yell,http://www.flickr.com/videos/31169339@N07/4745528196/,CC BY 2.0
0235d36f.wav,Printer,http://www.flickr.com/videos/45312288@N07/9508460565/,CC BY-SA 2.0
02383937.wav,Bass_drum,http://www.flickr.com/videos/15273615@N00/2559962211/,CC BY 2.0
023c8584.wav,Child_speech_and_kid_speaking,http://www.flickr.com/videos/33423917@N08/3812503810/,CC BY 2.0
023e1460.wav,Applause,http://www.flickr.com/videos/25829755@N00/3627548292/,CC BY 2.0
0241853e.wav,Motorcycle,http://www.flickr.com/videos/32475614@N08/8590988557/,CC BY-SA 2.0
02440c14.wav,Male_singing,http://www.flickr.com/videos/15985502@N00/4349019658/,CC BY 2.0
0248557c.wav,Waves_and_surf,http://www.flickr.com/videos/58607562@N00/8208268644/,CC BY-SA 2.0
024ad294.wav,Cheering,http://www.flickr.com/videos/12885936@N08/12822681394/,CC BY 2.0
024cefba.wav,Bark,http://www.flickr.com/videos/17979617@N00/2983727004/,CC BY-SA 2.0
02511f46.wav,Clapping,http://www.flickr.com/videos/26877625@N00/4330056179/,CC BY-SA 2.0
02528c44.wav,Yell,http://www.flickr.com/videos/68737200@N00/5869836201/,CC BY 2.0
0254f68f.wav,Clapping,http://www.flickr.com/videos/94757029@N00/4749825555/,CC BY-SA 2.0
02585e6e.wav,Slam,http://www.flickr.com/videos/47061246@N00/11298826213/,CC BY-SA 2.0
025eb162.wav,"Car_passing_by,Race_car_and_auto_racing",http://www.flickr.com/videos/70173702@N08/6437581735/,CC BY 2.0
025eface.wav,"Run,Walk_and_footsteps",http://www.flickr.com/videos/9055375@N05/5703661760/,CC BY 2.0
025fd17a.wav,Burping_and_eructation,http://www.flickr.com/videos/32847436@N00/3420996773/,CC BY 2.0
0266221c.wav,Motorcycle,http://www.flickr.com/videos/12768267@N03/3600297404/,CC BY 2.0
0268d324.wav,Male_speech_and_man_speaking,http://www.flickr.com/videos/95935532@N00/3910217584/,CC BY-SA 2.0
026b07af.wav,Burping_and_eructation,http://www.flickr.com/videos/11054484@N04/7149425011/,CC BY 2.0
026b6686.wav,Skateboard,http://www.flickr.com/videos/89984188@N00/2768630756/,CC BY 2.0
0275871f.wav,Sneeze,http://www.flickr.com/videos/44124427152@N01/4175951887/,CC BY-SA 2.0
0275b0e1.wav,Female_singing,http://www.flickr.com/videos/35302996@N00/8668022048/,CC BY 2.0
0277dd70.wav,Male_singing,http://www.flickr.com/videos/9022991@N03/5428679341/,CC BY 2.0
028a8964.wav,Scissors,http://www.flickr.com/videos/11054484@N04/4346898725/,CC BY 2.0
028abb05.wav,Drawer_open_or_close,http://www.flickr.com/videos/43021116@N00/5751167766/,CC BY-SA 2.0
028cd525.wav,Zipper_(clothing),http://www.flickr.com/videos/19404873@N00/9199054163/,CC BY 2.0
0291704e.wav,"Tick-tock,Acoustic_guitar",http://www.flickr.com/videos/43396035@N00/2494543823/,CC BY 2.0
02941554.wav,Traffic_noise_and_roadway_noise,http://www.flickr.com/videos/24007353@N08/8586271820/,CC BY-SA 2.0
0294a0f7.wav,Toilet_flush,http://www.flickr.com/videos/97653236@N00/10013928643/,CC BY 2.0
029b9da1.wav,"Bathtub_(filling_or_washing),Drip",http://www.flickr.com/videos/37464409@N00/3193945807/,CC BY-SA 2.0
02a61a5a.wav,Cricket,http://www.flickr.com/videos/51223760@N00/4501593953/,CC BY 2.0
02a62723.wav,Raindrop,http://www.flickr.com/videos/16385161@N08/8686360347/,CC BY 2.0
02b30618.wav,Frying_(food),http://www.flickr.com/videos/25785996@N06/4692090996/,CC BY-SA 2.0
02b59327.wav,Electric_guitar,http://www.flickr.com/videos/37996581402@N01/4762900412/,CC BY 2.0
02b693bd.wav,"Strum,Electric_guitar",http://www.flickr.com/videos/98245622@N00/2876015754/,CC BY 2.0
02b76889.wav,Purr,http://www.flickr.com/videos/7292611@N06/6034557181/,CC BY 2.0
02c9fae6.wav,"Marimba_and_xylophone,Glockenspiel",http://www.flickr.com/videos/52727389@N00/5361069955/,CC BY 2.0
02ca4c5e.wav,Cupboard_open_or_close,http://www.flickr.com/videos/96832248@N00/3435797340/,CC BY 2.0
02ca6017.wav,Church_bell,http://www.flickr.com/videos/34087769@N06/5468361994/,CC BY 2.0
02cd86b8.wav,Stream,http://www.flickr.com/videos/21336267@N03/12715809095/,CC BY 2.0
02cf4803.wav,Car_passing_by,http://www.flickr.com/videos/9962140@N02/6908979870/,CC BY-SA 2.0
02d084b5.wav,Walk_and_footsteps,http://www.flickr.com/videos/12348454@N00/5095080685/,CC BY-SA 2.0
02d79502.wav,Cheering,http://www.flickr.com/videos/31442459@N00/5173407098/,CC BY-SA 2.0
02d97142.wav,Race_car_and_auto_racing,http://www.flickr.com/videos/27260047@N07/6117098844/,CC BY 2.0
02dc3b7c.wav,Shatter,http://www.flickr.com/videos/69094753@N05/12893008605/,CC BY 2.0
02df08d2.wav,Hi-hat,http://www.flickr.com/videos/11700653@N08/8971955143/,CC BY 2.0
02e3905f.wav,"Tick-tock,Dishes_and_pots_and_pans",http://www.flickr.com/videos/75483054@N00/3265488727/,CC BY 2.0
02e42720.wav,Fart,http://www.flickr.com/videos/47081696@N00/2497417765/,CC BY 2.0
02e81e02.wav,Buzz,http://www.flickr.com/videos/11054484@N04/8575943921/,CC BY 2.0
02ecef8b.wav,Bark,http://www.flickr.com/videos/93178668@N00/8059672565/,CC BY 2.0
02ee3f6a.wav,Skateboard,http://www.flickr.com/videos/36190698@N04/9615174051/,CC BY 2.0
02f16b99.wav,Purr,http://www.flickr.com/videos/85563234@N00/9214453627/,CC BY-SA 2.0
02f274b2.wav,"Stream,Trickle_and_dribble",http://www.flickr.com/videos/97283472@N00/3493131557/,CC BY 2.0
02f2feff.wav,"Glockenspiel,Electric_guitar",http://www.flickr.com/videos/8796022@N07/6693352939/,CC BY 2.0
02f5bb46.wav,Hi-hat,http://www.flickr.com/videos/41284017@N08/9788166975/,CC BY 2.0
02fcaaa8.wav,Bass_drum,http://www.flickr.com/videos/76667697@N00/5796578256/,CC BY 2.0
02fd1345.wav,Marimba_and_xylophone,http://www.flickr.com/videos/17281186@N00/4035029910/,CC BY 2.0
02fdc02f.wav,Gong,http://www.flickr.com/videos/55160256@N07/5295159805/,CC BY 2.0
02ff07b7.wav,Meow,http://www.flickr.com/videos/43071850@N00/11208911323/,CC BY 2.0
0300fb73.wav,Squeak,http://www.flickr.com/videos/42646706@N02/7435635788/,CC BY-SA 2.0
0301ccc1.wav,Stream,http://www.flickr.com/videos/28435100@N00/5732156729/,CC BY 2.0
03025bbf.wav,Cricket,http://www.flickr.com/videos/10271412@N02/7485326380/,CC BY 2.0
0304b4ec.wav,Purr,http://www.flickr.com/videos/83441679@N00/4158013851/,CC BY-SA 2.0
03064845.wav,Purr,http://www.flickr.com/videos/58873111@N02/10678442704/,CC BY 2.0
0307a216.wav,Tick-tock,http://www.flickr.com/videos/10581108@N00/5775337110/,CC BY 2.0
